seed	vmh
rxn01438	KYN3OX
rxn01439	HEX10
rxn01444	r0456
rxn01445	NTD8
rxn01446	PUNP4
rxn01450	INDPYRD
rxn01451	HACD1
rxn01452	PHPB2
rxn01453	3HBCOAOX
rxn01454	HMGCOAS
rxn01457	GUI2
rxn01459	ABUTR
rxn01465	DHORTS
rxn01466	GRTT
rxn01476	PGL
rxn01477	EDD
rxn01479	PETHCT
rxn01480	HIBD
rxn01483	ACGAM6PSi
rxn01484	AGDC
rxn01485	PGAMT
rxn01486	FRTT
rxn01489	GGT
rxn01492	FRUK
rxn01499	3HLYTCL
rxn01500	HMGCOARxi
rxn01501	r0488
rxn01504	MGCOAH
rxn01505	ACGAMPM
rxn01506	AMANAPEr
rxn01507	NTD6
rxn01508	DADNK
rxn01509	DGK1
rxn01510	URIK13
rxn01512	NDPK4
rxn01513	DTMPK
rxn01515	URIK14
rxn01516	URIK9
rxn01517	URIDK3
rxn01518	DURIK1
rxn01519	DUTPDP
rxn01520	TMDS
rxn01521	NTD1
rxn01522	r0502
rxn01523	URAOX
rxn01524	r0504
rxn01529	RADH
rxn01530	RDH1
rxn01537	TMN
rxn01538	TMKr
rxn01541	CYTDH
rxn01544	XPPTr
rxn01545	XTSNH
rxn01547	r1384
rxn01548	PUNP3
rxn01560	MNLP
rxn01573	L_ILE3MR
rxn01574	ILEDA
rxn01575	ILETA
rxn01577	VAL3MOPTA
rxn01578	1PPDCRx
rxn01579	1PPDCRy
rxn01580	LPCOX
rxn01581	LPCDH
rxn01586	HSD3B11
rxn01602	DHFOR2
rxn01603	DHFS
rxn01607	MEVK1c
rxn01615	LCARS
rxn01618	LALDO3
rxn01620	FCLPA
rxn01621	RMPA
rxn01626	DHPM1
rxn01629	G1SAT
rxn01630	APENTAMAH
rxn01631	APTNAT
rxn01633	2DDPENTHL
rxn01634	D4DGCD
rxn01635	1P4H2CBXLAH
rxn01636	ORNTAC
rxn01637	ACOTA
rxn01639	FGLU
rxn01640	NFLGLNH
rxn01641	GLUFORT
rxn01642	IZPN
rxn01643	ASAD
rxn01644	DHDPS
rxn01646	PNP
rxn01647	NP1_r
rxn01648	PYNP1r
rxn01649	PUNP7
rxn01652	FOMETR
rxn01653	FTHFCL
rxn01654	FORTHFC
rxn01662	SACCRPOR
rxn01664	AADSACYCL
rxn01669	r0527
rxn01670	NTD5_a
rxn01671	NMNPH
rxn01672	DCTPD
rxn01673	NDPK7
rxn01674	URIK5
rxn01675	G1PTT
rxn01678	NDPK6
rxn01679	URIK6
rxn01682	TRPS3r
rxn01685	ACTD
rxn01705	URIK10
rxn01706	URIK11
rxn01709	12PPDSDH
rxn01715	TYROXDAc
rxn01717	RE2124C
rxn01729	OXPTNDH
rxn01737	RAFH
rxn01739	SHKK
rxn01740	SHK3Dr
rxn01746	ALLTAH
rxn01747	ALLTAMH2
rxn01748	ALLTN
rxn01750	CDPGHL
rxn01751	XYLLACH
rxn01753	XYLTH
rxn01761	RMI
rxn01763	RBK_L1
rxn01775	MANAO
rxn01790	DPRr
rxn01791	PANTS
rxn01799	DURIPP
rxn01800	DCYTD
rxn01802	GLUTCOADH2
rxn01806	NHFRBOr
rxn01807	PYDAMK
rxn01816	SHSL1r
rxn01819	DMLARGAH
rxn01825	HGNTOR
rxn01827	34HPPOR
rxn01828	ARABTH
rxn01830	AB14LACH
rxn01833	AACTOOR
rxn01834	LGTHL
rxn01840	r0545
rxn01842	PACCOAL
rxn01843	AMID2
rxn01847	TARTRDH2
rxn01851	ABUTD
rxn01857	TAGURr
rxn01858	DADA
rxn01859	PUNP2
rxn01867	BETALDHx
rxn01868	BETALDHy
rxn01870	FBA2
rxn01871	PDHbr
rxn01872	r0556c
rxn01879	LCARRy
rxn01893	OP4ENH
rxn01895	HKNDDH
rxn01903	PEAMNO
rxn01911	DOGULNR
rxn01912	3DGUR
rxn01917	ACGK
rxn01923	ACOADH2
rxn01924	IBCOAMPO
rxn01925	DHLCOALT
rxn01927	3HAO
rxn01930	HKYNH
rxn01945	4HP34DHPD
rxn01948	5HLTDL
rxn01951	AMANK
rxn01953	UACMAMH
rxn01961	NTD10
rxn01962	NTPP11
rxn01964	TRPS1
rxn01966	TREGLUDR2
rxn01967	PGMT2
rxn01971	PFK26
rxn01972	DAPDA
rxn01973	SDPDS
rxn01974	DAPE
rxn01975	G6PBDH
rxn01977	G6PI
rxn01985	PUNP6
rxn01986	r0570
rxn01987	DRBK
rxn01989	GLCRD
rxn01990	GLCRAL
rxn01991	DAPMDH
rxn01995	MMCOAH
rxn01996	MME
rxn01997	TDPGDH
rxn01999	TDPAGTA
rxn02000	TDPDRE
rxn02003	TDPDRRr
rxn02004	TRE6PP
rxn02005	TREpts
rxn02007	2INSD
rxn02008	UAMAGS
rxn02011	UAAGDS
rxn02028	BHMT
rxn02029	5APTLPO
rxn02046	PSP_D
rxn02056	SHCHF
rxn02061	SPRMS
rxn02063	SQLE
rxn02071	D_PROHOX
rxn02085	URCN
rxn02102	URDGLYCD
rxn02103	URDGLYCR
rxn02104	OXAMTC
rxn02112	BTDD_RR
rxn02113	ACLDC
rxn02122	GLACO
rxn02128	r0578
rxn02130	PNTEH
rxn02144	OXOAEL
rxn02155	NNATr
rxn02159	HISTDOX
rxn02160	HISTP
rxn02161	RMK
rxn02166	4NTPPH2
rxn02167	ECOAH1
rxn02168	ECOAH1R
rxn02170	3ABUTCOAL
rxn02171	3BTCOAI
rxn02173	GALCTND
rxn02175	PTPAT
rxn02177	ICHORT
rxn02185	ACLS_b
rxn02186	KARA1
rxn02187	ALACI
rxn02190	DHPM2
rxn02200	DHPS
rxn02201	FOLD3
rxn02209	LCARR
rxn02212	DHQS
rxn02213	DHQTi
rxn02222	INHINDH
rxn02224	L2AADIPADOR2
rxn02226	r0594
rxn02227	L2AADIPADOR
rxn02228	MCLOR
rxn02230	MCPST
rxn02235	13PPDHr
rxn02250	13DAMPPOX
rxn02261	3HPCOAHYD
rxn02262	FK
rxn02263	FCI
rxn02264	UPP3S
rxn02267	2MB2COAR
rxn02268	ACOAD20
rxn02269	OIVD3
rxn02270	2MECOAOX
rxn02275	AMID
rxn02277	DBTS
rxn02279	GULLACOX
rxn02284	UAPGRx
rxn02285	UAPGR
rxn02286	UAMAS
rxn02287	UPP3MT
rxn02288	UPPDC1
rxn02290	SSQEPXS
rxn02296	CHCOAL
rxn02297	AOXSr
rxn02302	METB1
rxn02303	CPPPGO
rxn02304	PPPH
rxn02305	TMPPP
rxn02312	AMAOTr
rxn02313	SRBL1PR
rxn02314	PFK_2
rxn02318	GAL6PI
rxn02319	FCLK
rxn02320	HSTPTr
rxn02321	RB5PE
rxn02322	PMEVKc
rxn02331	KDOPSr
rxn02332	6PGALSZ2i
rxn02339	EHGLAT
rxn02341	PPCDC
rxn02342	LPAMS
rxn02344	36DAHXI
rxn02345	3HBCOAE
rxn02346	2DH3DGLCA
rxn02356	HPROxr
rxn02358	HPROyr
rxn02359	PROD3
rxn02360	4HPROI
rxn02363	3HPHACOX
rxn02366	DHPDO
rxn02369	PCAB
rxn02373	G5SDr
rxn02374	G5SADs
rxn02376	3CARLPDH
rxn02377	UACMAMO
rxn02380	G6PI3
rxn02385	HSD3B13
rxn02400	NT5C
rxn02401	NICRNS
rxn02402	NNDPR
rxn02404	KDOPP
rxn02405	KDOCT2
rxn02416	MELTOX
rxn02424	MMTSAD
rxn02429	DDGALK
rxn02431	5FMFURT
rxn02444	STS1
rxn02449	GTPDPDP
rxn02465	AGPR
rxn02466	MCITD2
rxn02473	IGPDH
rxn02474	APRAUR
rxn02475	DHPPDA
rxn02476	PSCVT
rxn02480	MTTH4MPTH
rxn02483	CMLDC
rxn02484	HMPK1
rxn02503	HPPK
rxn02504	DHNPA
rxn02507	IGPS
rxn02508	PRAI
rxn02518	NTPP10
rxn02521	23PDE7
rxn02522	23PDE2
rxn02527	ALCD4
rxn02569	SELNPS
rxn02596	STYSGH
rxn02610	DCT
rxn02632	SBTDOX
rxn02666	AOBUTDs
rxn02667	APPLOX
rxn02680	ACACT4r
rxn02716	CHLOROPHAOR1
rxn02733	MPML
rxn02760	FFSD
rxn02761	ALLTNR
rxn02762	23PDE4
rxn02768	2HYDOGCOAD
rxn02774	SHCHD2
rxn02775	PC20M
rxn02782	MUCCYCI
rxn02788	2HMCOXT
rxn02789	IPPMIa
rxn02791	5GLUP5T1
rxn02792	5GLUP5T2
rxn02798	STS2
rxn02804	ACACT7r
rxn02811	IPPMIb
rxn02828	NMPTRCOX
rxn02831	SUCBZL
rxn02832	SUCBZS
rxn02834	PRATPP
rxn02835	PRAMPC
rxn02853	IMACTD
rxn02866	ACOAD8
rxn02875	AMAA
rxn02883	OHEDH
rxn02885	HHDDI
rxn02889	MCCCr
rxn02894	MTRK
rxn02895	PRAGS
rxn02897	NNDMBRT
rxn02898	NPHS
rxn02900	AEPPT
rxn02911	ECOAH5
rxn02914	PSERT
rxn02916	AOXHEXCYCL
rxn02925	L_ALAOPAT
rxn02927	SADH
rxn02929	DHDPRy
rxn02933	HACD9
rxn02934	ECOAH9
rxn02937	PRAIS
rxn02938	5AIZCDC
rxn02939	PERD
rxn02944	SOTA
rxn02945	PPHTDT
rxn02946	4HPROOX
rxn02949	ECOAH12
rxn02959	MPPP9MT
rxn02962	ETHAP
rxn02971	25K5O2AI
rxn02986	PTHPS
rxn02988	QULNS
rxn02989	QUILSYN
rxn02993	42A12BOOX
rxn03004	GARFTi
rxn03012	L2A6ODs
rxn03020	MH4MPTMT
rxn03030	APAT
rxn03031	THDPS
rxn03034	HACNH
rxn03038	HPPPNDO
rxn03040	5CM2HMUDI
rxn03041	5C2O3EDDC
rxn03047	r0679
rxn03052	MTHPTGHM
rxn03055	4C2HM6SADH
rxn03057	MTRI
rxn03060	MCITD
rxn03061	MICITDr
rxn03062	IPMDr
rxn03068	KARA3
rxn03075	HETZK
rxn03079	MCOX
rxn03080	RBFSa
rxn03084	PRFGS
rxn03085	MCOX2
rxn03086	ACEDIPIT
rxn03087	SDPTA
rxn03108	PMPK
rxn03126	COBCOMOX
rxn03127	MCOMR
rxn03130	USHD
rxn03135	IG3PS
rxn03136	ADSL2r
rxn03137	AICART
rxn03146	UHGADA
rxn03147	PRASCSi
rxn03150	RZ5PP
rxn03159	LPADSS
rxn03164	UGMDDS
rxn03167	AKP1
rxn03168	DNMPPA
rxn03173	DNTPPA
rxn03174	r0708
rxn03175	PRMICI
rxn03181	TDSK
rxn03182	MOAT
rxn03188	BUP2
rxn03194	ACHBPL
rxn03236	THBPT4ACAMDASE
rxn03239	HACD7
rxn03240	ECOAH7
rxn03241	ECOAH6
rxn03242	HACD5
rxn03243	ACACT5r
rxn03244	HACD4
rxn03245	ECOAH4
rxn03246	HACD3
rxn03247	ECOAH3
rxn03248	ACACT3r
rxn03249	HACD2
rxn03250	ECOAH2
rxn03282	r0739
rxn03291	AKR1D
rxn03324	HICITD
rxn03333	34DHOXPEGOX
rxn03360	5HXKYNDCL
rxn03372	ADSELK
rxn03378	SEAHCYSHYD
rxn03380	SELCYSTS
rxn03384	UPPDC2b
rxn03393	OPHBDC
rxn03394	NOPHMO
rxn03395	OHPHM
rxn03397	URFGTT
rxn03406	GLNSP1
rxn03407	GLNSP2
rxn03408	UAGPT3
rxn03409	GLNSP3
rxn03419	r0775
rxn03421	r0777
rxn03422	SGSAD
rxn03433	3HBCOAHL
rxn03435	23DHMPO
rxn03436	2AHBUTI
rxn03437	DHAD2
rxn03439	CDOSKT
rxn03445	OHPBAT
rxn03446	4HTHRS
rxn03467	NEU23
rxn03481	AB6PGH2
rxn03482	6PHBG2
rxn03483	23PDE9
rxn03491	PC6YM
rxn03492	PC6AR
rxn03511	AGMHE
rxn03512	PC8XM
rxn03513	PC17M
rxn03514	PC11M
rxn03532	P3Bs
rxn03534	R05219
rxn03535	CYRDAAT
rxn03536	ADOCBIK
rxn03537	ACBIPGT
rxn03538	ADOCBLS
rxn03540	ADCYRS
rxn03541	ADCOBASr
rxn03628	FICYTCOX
rxn03630	TAUDO
rxn03638	G1PACT
rxn03641	ACCOAT
rxn03642	3HBCD
rxn03643	AB6P3HXLL
rxn03644	6P3HXI
rxn03838	MANA4
rxn03839	AMID5
rxn03841	ADCL
rxn03842	URDGLYAH
rxn03843	FT
rxn03852	UACMAMAT
rxn03856	GLTPD
rxn03869	BZAMAH
rxn03883	ABTDG
rxn03884	EDA_R
rxn03885	MNNH
rxn03886	SBTPD
rxn03887	GALCTD
rxn03891	HEXTT
rxn03892	PPTT
rxn03893	HBZOPT
rxn03897	BZ12DOX
rxn03898	BZ12DOXy
rxn03901	UDCPDP
rxn03903	PAPPT2
rxn03904	PAPPT3
rxn03906	1H2NPTH
rxn03907	MEPCT
rxn03908	CDPMEK
rxn03909	DXPS
rxn03910	MECDPS
rxn03916	GMHEPAT
rxn03917	S7PIr
rxn03918	GMHEPK
rxn03919	GMHEPPA
rxn03931	DKDID
rxn03932	D5KGK
rxn03933	UAGPT2
rxn03951	PHTHRDH
rxn03953	IDOND
rxn03954	IDOND2
rxn03958	DXPRIr
rxn03962	GFUCS
rxn03974	FMNRx
rxn03975	FMNRx2
rxn03978	NTRIR5
rxn03983	AMPSO3OX2
rxn03990	NODOx
rxn03991	NODOy
rxn04016	ACONMT
rxn04020	TRE6PPGT
rxn04045	SHCHCC2
rxn04046	CPC2MT
rxn04047	CPC3MT
rxn04048	CPC4MT
rxn04049	CPC5MT
rxn04050	CPC6R
rxn04051	PC6YM
rxn04052	CPC8MM
rxn04070	PDX5PSYN
rxn04082	RBP4E
rxn04113	IPDPS2
rxn04132	RE3351C
rxn04133	RE3352C
rxn04139	2OMMBOX
rxn04140	MAOX
rxn04143	TARTRDH
rxn04147	FRDPS
rxn04152	MPPP9MMEOR
rxn04153	MPPP9MMEOR2
rxn04154	MPPP9MMEOR3
rxn04159	CHLPHYLLIDEOR
rxn04160	PROTOCHLOROR
rxn04161	CHLOROPHCPT
rxn04308	IPDPUPT
rxn04384	ADCPS2
rxn04385	THRPD
rxn04386	LTHRK
rxn04413	ADOCBIK2
rxn04454	SALCS2
rxn04456	ALLTNS
rxn04457	ALLTNRS
rxn04464	TMDSf2
rxn04597	PPPNDO
rxn04598	CINNDO
rxn04599	DHPPD
rxn04600	DHCIND
rxn04601	3HPPPNH
rxn04602	3HCINNMH
rxn04603	DHCINDO
rxn04604	HKNTDH
rxn04656	L2AADPI
rxn04657	ACCOALYS1
rxn04658	ACCOALYS2
rxn04659	ACCOALYS3
rxn04660	ACLYSHYc
rxn04673	DHNAOPT
rxn04674	PHYQS
rxn04675	2S6HCC
rxn04704	CPPPGO2
rxn04705	CHLPHYLLIDEOR2
rxn04706	2HH24DDH1
rxn04712	NP2MSUCCS
rxn04713	SNCOAT
rxn04724	SNOOX
rxn04745	HSNOOX
rxn04748	MCREAOOX
rxn04750	HADPCOADH3
rxn04782	MSAS
rxn04783	GART
rxn04792	FALDH2
rxn04794	OBTFL
rxn04928	KG6PDC
rxn04930	3KGK
rxn04938	SHMGTyOX
rxn04954	r0792
rxn04957	NOX1
rxn04958	H2O2syn
rxn04989	PHETHPTOX2
rxn04996	DMPPS2r
rxn05005	UPP3MT3
rxn05006	P1CM
rxn05010	SARCSMT
rxn05011	DMGLYMT
rxn05012	ACOCT
rxn05024	NPTS
rxn05028	OCTT
rxn05029	CBIAT
rxn05030	UDPDPS
rxn05031	PPHTDK
rxn05039	PMDPHT
rxn05040	DB4PS
rxn05049	RE1834C
rxn05054	ADCPS1
rxn05059	DCTPAH
rxn05063	CBMTHL
rxn05064	CBMTHL2
rxn05092	DKMPPD2
rxn05104	MDRPD
rxn05105	HKMPPI
rxn05106	DKMPPD3
rxn05108	UNK3
rxn05116	AMOPBHL
rxn05117	L_ASPR
rxn05119	ASPO2
rxn05126	GGGABARr
rxn05127	GGGABADr
rxn05144	PLPS
rxn05145	PIabc
rxn05146	GLUabc
rxn05147	GLCabc
rxn05148	HEMEti
rxn05149	MNabc
rxn05150	ZNabc
rxn05151	LYSabc
rxn05152	ASPabc
rxn05153	SULabc
rxn05154	ARGabc
rxn05155	GLNabc
rxn05156	ORNabc
rxn05158	GLYC3Pabc
rxn05159	CHLabc
rxn05160	RIBabc
rxn05161	LEUabc
rxn05162	GALabc
rxn05163	PTRCabc
rxn05164	HISabc
rxn05165	PROabc
rxn05166	Coabc
rxn05167	XYLabc
rxn05168	VALabc
rxn05170	MALTabc
rxn05171	NO3abc
rxn05172	TAURabc
rxn05173	ARBabc
rxn05174	NIabc
rxn05175	SPMDabc
rxn05176	TSULabc
rxn05177	THMabc
rxn05179	ILEabc
rxn05180	CRNabc
rxn05181	GLYBabc
rxn05183	METDabc
rxn05184	CHOLabc
rxn05187	ADOCBLabc
rxn05188	FECRMabc
rxn05189	FEDCabc
rxn05192	CTBTabc
rxn05193	GBBTNabc
rxn05195	FE3abc
rxn05197	URAt2r
rxn05198	CYTDt2r
rxn05199	URIt2r
rxn05200	THMDt2r
rxn05201	HYXNt
rxn05202	XANt2r
rxn05204	GSNt2r
rxn05205	DCYTt2r
rxn05206	Kt1r
rxn05207	MALNAt
rxn05208	MALLACDt
rxn05209	NAt3_1
rxn05211	r1088
rxn05212	CU2t
rxn05213	CITCAt
rxn05214	CITt10
rxn05215	ALAt4r
rxn05216	GLNt4
rxn05217	ASPt2r
rxn05219	METabc
rxn05220	r2532
rxn05221	PROt4r
rxn05222	TRPt
rxn05223	BTNabc
rxn05225	D_GLUMANt
rxn05226	GLCpts
rxn05229	AIRC4
rxn05231	RNDR1
rxn05232	RNTR1
rxn05233	RNDR2
rxn05234	RNTR2
rxn05235	RNTR3
rxn05236	RNTR4
rxn05237	CYSabc
rxn05239	RE3009C
rxn05243	LEUt2r
rxn05244	ILEt2r
rxn05245	VALtec
rxn05247	FACOALI14
rxn05248	FACOALAI15
rxn05249	FACOALI15
rxn05250	FACOALI16
rxn05251	FACOALAI17
rxn05252	FACOALI17
rxn05255	FOLt
rxn05256	PAAMOR
rxn05266	AMMQT72
rxn05267	DHNAOT7
rxn05287	GGTT
rxn05289	TRDRr
rxn05291	KAS8
rxn05292	FE3t4
rxn05293	MECDPDH2
rxn05297	GLUt2r
rxn05298	GLUt4r
rxn05299	HISt2r
rxn05300	THRt2r
rxn05301	TYRt2r
rxn05303	ARGt2
rxn05305	LYSt3r
rxn05306	PHEt2r
rxn05307	SERt2r
rxn05308	PNTOt2
rxn05310	NACUP
rxn05312	PIt6b
rxn05313	PIt7
rxn05315	ZN2t4
rxn05316	INSt2
rxn05317	DADNt2r
rxn05318	ADNCNT3tc
rxn05319	H2Ot
rxn05322	EAR40xr
rxn05323	EAR140x
rxn05324	EAR120x
rxn05325	EAR80x
rxn05326	EAR60x
rxn05327	EAR100x
rxn05328	EAR160x
rxn05329	3HAD40
rxn05330	3HAD60
rxn05331	3HAD120
rxn05332	3HAD160
rxn05333	3HAD100
rxn05334	3HAD80
rxn05335	3HAD140
rxn05336	3OAR160
rxn05337	3OAR60
rxn05338	3OAR100
rxn05339	3OAR40
rxn05340	3OAR120
rxn05341	3OAR80
rxn05342	3OAR140
rxn05343	3OAS100
rxn05344	3OAS160
rxn05345	3OAS140
rxn05346	3OAS60
rxn05347	KAS14
rxn05348	3OAS120
rxn05349	ACOATA
rxn05350	3OAS80
rxn05351	EAR140y
rxn05352	EAR80y
rxn05353	EAR40y
rxn05354	EAR160y
rxn05355	EAR120y
rxn05356	EAR100y
rxn05357	EAR60y
rxn05358	2MBCOATA
rxn05359	3OAS4M3O6
rxn05360	3OAR4M6
rxn05361	3HAD4M6
rxn05362	EAR4M6
rxn05363	3OAS4M6
rxn05364	3OAR6M8
rxn05365	3HAD6M8
rxn05366	EAR6M8
rxn05367	3OAS6M8
rxn05368	3OAR8M10
rxn05369	3HAD8M10
rxn05370	EAR8M10
rxn05371	3OAS8M10
rxn05372	3OAR10M12
rxn05373	3HAD10M12
rxn05374	EAR10M12
rxn05375	3OAS10M12
rxn05376	3OAR12M14
rxn05377	3HAD12M14
rxn05378	EAR12M14
rxn05379	3OAS12M14
rxn05380	3OAR14M16
rxn05381	3HAD14M16
rxn05382	EAR14M16
rxn05383	IVCOATA
rxn05384	3OAS3M4
rxn05385	3OAR5M6
rxn05386	3HAD5M6
rxn05387	EAR5M6
rxn05388	3OAS5M6
rxn05389	3OAR7M8
rxn05390	3HAD7M8
rxn05391	EAR7M8
rxn05392	3OAS7M8
rxn05393	3OAR9M10
rxn05394	3HAD9M10
rxn05395	EAR9M10
rxn05396	3OAS9M10
rxn05397	3OAR11M12
rxn05398	3HAD11M12
rxn05399	EAR11M12
rxn05400	3OAS11M12
rxn05401	3OAR13M14
rxn05402	3HAD13M14
rxn05403	EAR13M14
rxn05404	3OAS13M14
rxn05405	3OAR15M16
rxn05406	3HAD15M16
rxn05407	EAR15M16
rxn05408	IBCOATA
rxn05409	3OAS2M3
rxn05410	3OAR4M5
rxn05411	3HAD4M5
rxn05412	EAR4M5
rxn05413	3OAS4M5
rxn05414	3OAR6M7
rxn05415	3HAD6M7
rxn05416	EAR6M7
rxn05417	3OAS6M7
rxn05418	3OAR8M9
rxn05419	3HAD8M9
rxn05420	EAR8M9
rxn05421	3OAS8M9
rxn05422	3OAR10M11
rxn05423	3HAD10M11
rxn05424	EAR10M11
rxn05425	3OAS10M11
rxn05426	3OAR12M13
rxn05427	3HAD12M13
rxn05428	EAR12M13
rxn05429	3OAS12M13
rxn05430	3OAR14M15
rxn05431	3HAD14M15
rxn05432	EAR14M15
rxn05433	EAR4M6x
rxn05434	EAR6M8x
rxn05435	EAR8M10x
rxn05436	EAR10M12x
rxn05437	EAR12M14x
rxn05438	EAR14M16x
rxn05439	EAR5M6x
rxn05440	EAR7M8x
rxn05441	EAR9M10x
rxn05442	EAR11M12x
rxn05443	EAR13M14x
rxn05444	EAR15M16x
rxn05445	EAR4M5x
rxn05446	EAR6M7x
rxn05447	EAR8M9x
rxn05448	EAR10M11x
rxn05449	EAR12M13x
rxn05450	EAR14M15x
rxn05451	AIPDCOATA
rxn05452	AIHPDCOATA
rxn05453	IPDCOATA
rxn05454	IHPDCOATA
rxn05455	ITDCOATA
rxn05456	IHDCOATA
rxn05457	TDCOATA
rxn05458	PMTCOATA
rxn05459	STCOATA
rxn05460	3OAS180
rxn05461	3OAR180
rxn05462	3HAD180
rxn05463	EAR180y
rxn05464	EAR180x
rxn05465	MCOATA
rxn05466	NH4tb
rxn05467	CO2t
rxn05468	O2t
rxn05470	GLYCLTt2r
rxn05471	GMPt2r
rxn05482	6PGCt2r
rxn05484	ACACt2
rxn05485	ACGApts
rxn05486	ACMANAtr
rxn05487	ACNAMt2r
rxn05488	ACt2r
rxn05493	AKGt2r
rxn05494	DALAt2r
rxn05495	BALAt2r
rxn05496	ALAt2r
rxn05497	AMPt2r
rxn05499	ARABt
rxn05500	ARBt2r
rxn05501	ARBTpts
rxn05502	ARGPt2r
rxn05504	ARSENBabc
rxn05505	ARSENBt2
rxn05506	ASO4t
rxn05507	ASO3t
rxn05508	ASNt2r
rxn05512	BUTSO3abc
rxn05513	CA2abc
rxn05514	CAt4i
rxn05515	CBL2abc
rxn05516	CD2abc1
rxn05517	CD2t6r
rxn05518	CELBpts
rxn05519	CHORt
rxn05520	CITt11
rxn05522	CITt13
rxn05523	CITt15
rxn05525	CMPt2
rxn05526	CRO4t3
rxn05527	CSNt6
rxn05528	Cut1
rxn05529	CGLYt
rxn05531	DEXTRINt2
rxn05533	ALAASPabc
rxn05534	GLYGLUabc
rxn05535	GLYMETabc
rxn05536	METALAabc
rxn05537	GLYASPabc
rxn05538	GLYPROabc
rxn05539	CGLYabc
rxn05540	ALAGLNabc
rxn05541	ALAGLUabc
rxn05542	ALAGLYabc
rxn05543	ALAHISabc
rxn05544	ALALEUabc
rxn05545	ALATHRabc
rxn05546	GLYASNabc
rxn05547	GLYGLNabc
rxn05549	DRIBabc
rxn05551	ETHAt2
rxn05552	ETHSO3abc
rxn05554	F6Pt6_2
rxn05555	FE2abc
rxn05557	FEDCabc
rxn05559	FORt2r
rxn05560	FRUpts
rxn05561	FUMt2r
rxn05562	G1Pt6_2
rxn05563	G6Pt6_2
rxn05564	ABUTt2r
rxn05565	GALACt
rxn05566	GALt2_2
rxn05567	GALTpts
rxn05568	GAM6Pt
rxn05569	GAMpts
rxn05571	GLCNt2r
rxn05572	GLCRt2
rxn05573	GLCt2
rxn05574	GLCURt2r
rxn05578	GLYC3Pt
rxn05579	GLYBt2r
rxn05581	GLYCt
rxn05582	GLYt2r
rxn05585	HEXSabc
rxn05589	ICITt10
rxn05593	INSTt2r
rxn05594	ISETACabc
rxn05596	Kt3r
rxn05598	LCTSabc
rxn05599	LCYSTabc
rxn05602	L_LACt2r
rxn05604	L_LACNa1t
rxn05605	MALt2r
rxn05607	MALTpts
rxn05608	MALTTRabc
rxn05610	MANpts
rxn05611	MANt2r
rxn05612	MELIBt2r
rxn05613	METSOX1abc
rxn05614	METSOX2abc
rxn05616	MGt5
rxn05617	MNLpts
rxn05618	MNt2
rxn05619	MOBDabc
rxn05620	MOPSabc
rxn05621	MSO3abc
rxn05622	NAabcO
rxn05625	NO2t2r
rxn05626	NO2t3
rxn05627	NO3t2
rxn05630	PEPt2
rxn05634	PPAt2
rxn05635	PPIabc
rxn05638	PROt2r
rxn05644	RIBABCte
rxn05645	RIBFLVt2r
rxn05646	RMNt2
rxn05647	SALCpts
rxn05648	SBTt6
rxn05649	DSERt2r
rxn05651	SO4t2
rxn05652	SPMDt3
rxn05654	SUCCt2r
rxn05655	SUCpts
rxn05656	SULFACabc
rxn05663	TRPt2r
rxn05665	UMPt2
rxn05667	UREAt
rxn05669	VALt2r
rxn05671	XYLt
rxn05672	GLU_Dt2r
rxn05673	GALURt2r
rxn05679	DTMPt
rxn05680	XTSNt2r
rxn05681	DDGLCNt2r
rxn05682	ALLTNt2r
rxn05683	BUTt2r
rxn05687	PTRCt2
rxn05693	STYSt2
rxn05716	ETHAMPt2
rxn05717	PPPIt2
rxn05719	35CCMPt2
rxn05722	THMMPt2
rxn05728	TSULt2
rxn05732	ACOAD7i
rxn05733	CYSS3r
rxn05734	GLXO1
rxn05735	AACGLYDH
rxn05736	FACOAL140
rxn05737	TFMO2
rxn05740	GLCP
rxn05746	MLTG1
rxn05887	HYD5x
rxn05890	OAZUROX
rxn05893	FDOXR
rxn05902	FXXRDO
rxn05909	CYSTS2
rxn05937	FRDOr
rxn05938	POR4
rxn05939	OOR2r
rxn05942	5MTHFOX
rxn05957	SHSL2
rxn05958	RHCCE
rxn06022	ACPpds
rxn06023	ACPS1
rxn06031	4MOPOX
rxn06060	TSULST
rxn06075	RNDR4
rxn06076	RNDR3
rxn06077	METSOXR1r
rxn06078	AHSERL3
rxn06299	COF420H
rxn06335	2MEBCOADH
rxn06377	GCCa
rxn06493	GCCc
rxn06510	ACACT6r
rxn06526	PRODTHLOX
rxn06556	FA120ACPH
rxn06586	3MEBCOADH
rxn06591	GLUTRR
rxn06600	GCCb
rxn06621	3MOPLPAMO
rxn06672	BTNCL
rxn06673	ACCOACL
rxn06675	AADPSAEDH
rxn06723	U23GAAT
rxn06729	UAGAAT
rxn06777	HACD6
rxn06799	AMETDNAMT
rxn06802	AADPSAEDH2
rxn06848	EDTXS2
rxn06865	EDTXS1
rxn06874	NIT_n1p4
rxn06887	COBB
rxn06937	GLUTRS
rxn06979	CYRDAS
rxn06991	PRODSLFDH
rxn07191	G3PFDXOR
rxn07200	HYD5y
rxn07258	PLASMETHAPH
rxn07261	CDPEAS
rxn07295	GLYO
rxn07307	PSLACL
rxn07430	3MOBDC2
rxn07431	LPAMMPT
rxn07432	4MOPDC2
rxn07433	LPAMMBT
rxn07434	3MOPDC2
rxn07435	LPAMMBT2
