seed	vmh
rxn00710_c	OMPDC
rxn00711_c	UPPRT
rxn00712_c	URIK4
rxn00713_c	URIK2
rxn00714_c	UP4GH
rxn00715_c	URIK3
rxn00717_c	CSND
rxn00719_c	r0236
rxn00720_c	DURAD
rxn00726_c	ANS2
rxn00727_c	ANS
rxn00737_c	THRD_L
rxn00740_c	SHSL4r
rxn00741_c	2HBO
rxn00742_c	CYSTGL
rxn00743_c	ALKP
rxn00744_c	DHAK
rxn00745_c	DHAPT
rxn00747_c	TPI
rxn00748_c	MGSA
rxn00751_c	CHOLK
rxn00755_c	PAPSCHOLST
rxn00756_c	CHOLSH
rxn00758_c	GPDDA1
rxn00762_c	GLYCDx
rxn00763_c	ALCD19
rxn00767_c	GLYCPT
rxn00768_c	GLYCDH
rxn00769_c	GLYH
rxn00770_c	PRPPS
rxn00772_c	RBK
rxn00774_c	R5PNH4L
rxn00775_c	ADPRDP
rxn00776_c	YUMPS
rxn00777_c	RPI
rxn00778_c	PPM
rxn00779_c	D_GLY3PR
rxn00780_c	TRIOK
rxn00781_c	GAPD
rxn00782_c	GAPD_NADP
rxn00783_c	DDPGALA
rxn00784_c	DRPAr
rxn00785_c	TKT2
rxn00786_c	FBA
rxn00787_c	TGBPA
rxn00789_c	ATPPRT
rxn00790_c	GLUPRT
rxn00791_c	ANPRT
rxn00792_c	BACCLi
rxn00795_c	BTND1
rxn00797_c	URIH
rxn00798_c	DRIBI
rxn00799_c	FUM
rxn00800_c	ADSL1r
rxn00802_c	ARGSL
rxn00804_c	LLEUDr
rxn00806_c	LEUTA
rxn00808_c	GALK
rxn00816_c	LACZ
rxn00817_c	GALS3
rxn00818_c	RAFGH
rxn00827_c	CMPSAS
rxn00829_c	DPMVDc
rxn00830_c	IPDDI
rxn00831_c	NTD11
rxn00832_c	IMPC
rxn00834_c	IMPD
rxn00835_c	INSK
rxn00836_c	HXPRT
rxn00837_c	GMPR
rxn00838_c	ADSS
rxn00839_c	NDPK8
rxn00840_c	r0280
rxn00847_c	PQQDH
rxn00849_c	ALATA_D
rxn00851_c	ALAALA
rxn00853_c	NCPTRCA
rxn00856_c	PTRCTA
rxn00858_c	AGMT
rxn00859_c	HISTD
rxn00863_c	HISTLOX
rxn00866_c	HISDC
rxn00867_c	HISD
rxn00868_c	ACOAD1
rxn00871_c	PBUTT
rxn00872_c	ACOAD1f
rxn00874_c	ACACT2r
rxn00875_c	BUTCTr
rxn00879_c	INS2D
rxn00880_c	INOSTO
rxn00881_c	MI1PP
rxn00882_c	MI4PP
rxn00883_c	MI3PP
rxn00891_c	ACGAMH
rxn00892_c	ACGAMK
rxn00895_c	ACOAGAMAT
rxn00897_c	ACGAM2E
rxn00898_c	DHAD1
rxn00902_c	3MOBS
rxn00903_c	VALTA
rxn00904_c	VPAMTr
rxn00905_c	2DHPL
rxn00907_c	MTHFD
rxn00908_c	GLYCL
rxn00910_c	METFR
rxn00912_c	MOHMT
rxn00913_c	NTD9
rxn00914_c	GSNK
rxn00915_c	GUAPRT
rxn00916_c	r0301
rxn00917_c	GMPS2
rxn00920_c	PDE4
rxn00921_c	4HBZCL
rxn00926_c	ADD
rxn00927_c	ADNUC
rxn00929_c	PRO1x
rxn00931_c	P5CRyr
rxn00932_c	PAOOX
rxn00933_c	PROLR
rxn00934_c	MALTK
rxn00935_c	MALFADO
rxn00938_c	NNAM
rxn00941_c	NMNS
rxn00943_c	FACOAE160
rxn00947_c	FACOAL160
rxn00949_c	HCYSHSL
rxn00950_c	CYSTL
rxn00952_c	AHSERL2
rxn00953_c	CYSTS
rxn00955_c	RHC
rxn00957_c	VNDH-2
rxn00958_c	4HBALDDH
rxn00961_c	4HBZORx
rxn00963_c	4HBZORy
rxn00966_c	CHRPL
rxn00973_c	ACONT
rxn00974_c	ACONTa
rxn00979_c	GCALDDr
rxn00980_c	PGLYCP
rxn00985_c	PPAKr
rxn00986_c	r0318
rxn00988_c	AACOAT
rxn00990_c	ACACCTr
rxn00991_c	HMGL
rxn00992_c	BDH
rxn00994_c	BCOAACT
rxn00999_c	PPOR
rxn01000_c	PPNDH
rxn01011_c	GLYD
rxn01013_c	GLYDy
rxn01014_c	GCALDL
rxn01015_c	HPYRI
rxn01018_c	ASPCT
rxn01019_c	OCBT
rxn01020_c	CBPCT
rxn01021_c	MTAN
rxn01022_c	MTAP
rxn01025_c	MCSNAH1r
rxn01027_c	r0330
rxn01028_c	DURAD2
rxn01029_c	AGMD
rxn01041_c	XNOX
rxn01044_c	XYLI1
rxn01045_c	L_VALMOD
rxn01049_c	CELLBK
rxn01053_c	LCADi
rxn01054_c	LACOAAOR
rxn01057_c	LacR
rxn01068_c	THRD
rxn01069_c	THRS
rxn01071_c	ETHAK
rxn01072_c	ETHAS
rxn01073_c	GPDDA2
rxn01080_c	GUI1
rxn01093_c	DHBS
rxn01094_c	DHBD
rxn01100_c	PGK
rxn01101_c	PGCDr
rxn01102_c	r0339
rxn01103_c	ACYP
rxn01106_c	PGM
rxn01107_c	G15LACH
rxn01108_c	GNOX
rxn01109_c	GNOXy
rxn01111_c	PRKIN
rxn01114_c	RBK_Dr
rxn01115_c	GND
rxn01116_c	RPE
rxn01117_c	A5PISO
rxn01121_c	GLCND
rxn01122_c	ALTRH
rxn01123_c	DDGLKr
rxn01127_c	r0345
rxn01128_c	URIK12
rxn01129_c	URIK7
rxn01132_c	MLTP4
rxn01133_c	MALTATr
rxn01134_c	MTI
rxn01137_c	ADA
rxn01138_c	PUNP1
rxn01143_c	TMDK1
rxn01145_c	NTD5
rxn01146_c	TMDPP
rxn01148_c	ARABDPT
rxn01151_c	KDOS
rxn01152_c	RBLIi
rxn01169_c	HEXb
rxn01171_c	GALM1r
rxn01174_c	3HPPD
rxn01176_c	D5KGPA
rxn01187_c	XU5PG3PL
rxn01188_c	DHSKDH
rxn01192_c	34DCCBR
rxn01199_c	XYLKr
rxn01200_c	TKT1
rxn01201_c	4HBNOX
rxn01203_c	DHEDAA
rxn01204_c	ABTAr
rxn01205_c	2ACAMSUCCAH
rxn01207_c	OIVD1r
rxn01208_c	OMCDC
rxn01210_c	FPGS7
rxn01211_c	MTHFC
rxn01213_c	DMATT
rxn01215_c	G16BPS
rxn01216_c	DPGM
rxn01217_c	DCMPDA
rxn01218_c	NTD3
rxn01219_c	CYTK2
rxn01220_c	r0377
rxn01222_c	NTPP3
rxn01225_c	GUAD
rxn01226_c	GNNUC
rxn01231_c	LCYSTCBOXL
rxn01236_c	BUTKr
rxn01241_c	PDHc
rxn01252_c	r0389
rxn01255_c	CHORS
rxn01256_c	CHORM
rxn01257_c	ADCS
rxn01258_c	ICHORS
rxn01259_c	ISOMALT
rxn01265_c	NAPRT
rxn01268_c	PPND
rxn01269_c	PPND2
rxn01270_c	LARGNAT
rxn01273_c	LCADi_D
rxn01274_c	GLYOX
rxn01275_c	GNK
rxn01277_c	GLCNOXy
rxn01278_c	5DGLCNR
rxn01279_c	AC2DHOR
rxn01280_c	TRSARr
rxn01281_c	TRSARry
rxn01285_c	TARCGLYL
rxn01286_c	r0392
rxn01289_c	ANOX
rxn01291_c	ABTOXy
rxn01292_c	ARAI
rxn01297_c	HXAND
rxn01299_c	INSH
rxn01300_c	HSK
rxn01301_c	HSDx
rxn01302_c	HSDy
rxn01303_c	HSERTA
rxn01304_c	HSST
rxn01305_c	LCAR2
rxn01308_c	RMPA2
rxn01313_c	DHPR
rxn01314_c	r0398
rxn01315_c	PHE4MO
rxn01316_c	ACNAMS
rxn01322_c	ACNML
rxn01329_c	PMANM
rxn01331_c	E4PD
rxn01332_c	DDPA
rxn01333_c	TALA
rxn01334_c	FBA3
rxn01343_c	PFK_3
rxn01345_c	S17BPH
rxn01346_c	S7P1K
rxn01347_c	US7P1PT
rxn01351_c	NTPP1
rxn01352_c	NTPTP1
rxn01353_c	NDPK5
rxn01354_c	r0413
rxn01355_c	PPCOAC
rxn01358_c	PUNP5
rxn01360_c	DHORDi
rxn01361_c	DHORD6
rxn01362_c	OROTPT
rxn01364_c	QUIDH
rxn01366_c	PYNP2r
rxn01368_c	CYTD
rxn01370_c	URIK8
rxn01383_c	RBTDG
rxn01385_c	XYLTD_Dr
rxn01387_c	r0422
rxn01388_c	ACONTb
rxn01389_c	XYLK2
rxn01390_c	RMK2
rxn01396_c	PYDXNK
rxn01403_c	GSPMDS
rxn01404_c	GSPMDA
rxn01406_c	SPMS
rxn01416_c	THSFST
rxn01420_c	OXAG
rxn01423_c	AATAi
rxn01434_c	ARGSSr
rxn01437_c	FKYNH
rxn01438_c	KYN3OX
rxn01439_c	HEX10
rxn01444_c	r0456
rxn01445_c	NTD8
rxn01446_c	PUNP4
rxn01450_c	INDPYRD
rxn01451_c	HACD1
rxn01452_c	PHPB2
rxn01453_c	3HBCOAOX
rxn01454_c	HMGCOAS
rxn01457_c	GUI2
rxn01459_c	ABUTR
rxn01465_c	DHORTS
rxn01466_c	GRTT
rxn01476_c	PGL
rxn01477_c	EDD
rxn01479_c	PETHCT
rxn01480_c	HIBD
rxn01483_c	ACGAM6PSi
rxn01484_c	AGDC
rxn01485_c	PGAMT
rxn01486_c	FRTT
rxn01489_c	GGT
rxn01492_c	FRUK
rxn01499_c	3HLYTCL
rxn01500_c	HMGCOARxi
rxn01501_c	r0488
rxn01504_c	MGCOAH
rxn01505_c	ACGAMPM
rxn01506_c	AMANAPEr
rxn01507_c	NTD6
rxn01508_c	DADNK
rxn01509_c	DGK1
rxn01510_c	URIK13
rxn01512_c	NDPK4
rxn01513_c	DTMPK
rxn01515_c	URIK14
rxn01516_c	URIK9
rxn01517_c	URIDK3
rxn01518_c	DURIK1
rxn01519_c	DUTPDP
rxn01520_c	TMDS
rxn01521_c	NTD1
rxn01522_c	r0502
rxn01523_c	URAOX
rxn01524_c	r0504
rxn01529_c	RADH
rxn01530_c	RDH1
rxn01537_c	TMN
rxn01538_c	TMKr
rxn01541_c	CYTDH
rxn01544_c	XPPTr
rxn01545_c	XTSNH
rxn01547_c	r1384
rxn01548_c	PUNP3
rxn01560_c	MNLP
rxn01573_c	L_ILE3MR
rxn01574_c	ILEDA
rxn01575_c	ILETA
rxn01577_c	VAL3MOPTA
rxn01578_c	1PPDCRx
rxn01579_c	1PPDCRy
rxn01580_c	LPCOX
rxn01581_c	LPCDH
rxn01586_c	HSD3B11
rxn01602_c	DHFOR2
rxn01603_c	DHFS
rxn01607_c	MEVK1c
rxn01615_c	LCARS
rxn01618_c	LALDO3
rxn01620_c	FCLPA
rxn01621_c	RMPA
rxn01626_c	DHPM1
rxn01629_c	G1SAT
rxn01630_c	APENTAMAH
rxn01631_c	APTNAT
rxn01633_c	2DDPENTHL
rxn01634_c	D4DGCD
rxn01635_c	1P4H2CBXLAH
rxn01636_c	ORNTAC
rxn01637_c	ACOTA
rxn01639_c	FGLU
rxn01640_c	NFLGLNH
rxn01641_c	GLUFORT
rxn01642_c	IZPN
rxn01643_c	ASAD
rxn01644_c	DHDPS
rxn01646_c	PNP
rxn01647_c	NP1_r
rxn01648_c	PYNP1r
rxn01649_c	PUNP7
rxn01652_c	FOMETR
rxn01653_c	FTHFCL
rxn01654_c	FORTHFC
rxn01662_c	SACCRPOR
rxn01664_c	AADSACYCL
rxn01669_c	r0527
rxn01670_c	NTD5_a
rxn01671_c	NMNPH
rxn01672_c	DCTPD
rxn01673_c	NDPK7
rxn01674_c	URIK5
rxn01675_c	G1PTT
rxn01678_c	NDPK6
rxn01679_c	URIK6
rxn01682_c	TRPS3r
rxn01685_c	ACTD
rxn01705_c	URIK10
rxn01706_c	URIK11
rxn01709_c	12PPDSDH
rxn01715_c	TYROXDAc
rxn01717_c	RE2124C
rxn01729_c	OXPTNDH
rxn01737_c	RAFH
rxn01739_c	SHKK
rxn01740_c	SHK3Dr
rxn01746_c	ALLTAH
rxn01747_c	ALLTAMH2
rxn01748_c	ALLTN
rxn01750_c	CDPGHL
rxn01751_c	XYLLACH
rxn01753_c	XYLTH
rxn01761_c	RMI
rxn01763_c	RBK_L1
rxn01775_c	MANAO
rxn01790_c	DPRr
rxn01791_c	PANTS
rxn01799_c	DURIPP
rxn01800_c	DCYTD
rxn01802_c	GLUTCOADH2
rxn01806_c	NHFRBOr
rxn01807_c	PYDAMK
rxn01816_c	SHSL1r
rxn01819_c	DMLARGAH
rxn01825_c	HGNTOR
rxn01827_c	34HPPOR
rxn01828_c	ARABTH
rxn01830_c	AB14LACH
rxn01833_c	AACTOOR
rxn01834_c	LGTHL
rxn01840_c	r0545
rxn01842_c	PACCOAL
rxn01843_c	AMID2
rxn01847_c	TARTRDH2
rxn01851_c	ABUTD
rxn01857_c	TAGURr
rxn01858_c	DADA
rxn01859_c	PUNP2
rxn01867_c	BETALDHx
rxn01868_c	BETALDHy
rxn01870_c	FBA2
rxn01871_c	PDHbr
rxn01872_c	r0556c
rxn01879_c	LCARRy
rxn01893_c	OP4ENH
rxn01895_c	HKNDDH
rxn01903_c	PEAMNO
rxn01911_c	DOGULNR
rxn01912_c	3DGUR
rxn01917_c	ACGK
rxn01923_c	ACOADH2
rxn01924_c	IBCOAMPO
rxn01925_c	DHLCOALT
rxn01927_c	3HAO
rxn01930_c	HKYNH
rxn01945_c	4HP34DHPD
rxn01948_c	5HLTDL
rxn01951_c	AMANK
rxn01953_c	UACMAMH
rxn01961_c	NTD10
rxn01962_c	NTPP11
rxn01964_c	TRPS1
rxn01966_c	TREGLUDR2
rxn01967_c	PGMT2
rxn01971_c	PFK26
rxn01972_c	DAPDA
rxn01973_c	SDPDS
rxn01974_c	DAPE
rxn01975_c	G6PBDH
rxn01977_c	G6PI
rxn01985_c	PUNP6
rxn01986_c	r0570
rxn01987_c	DRBK
rxn01989_c	GLCRD
rxn01990_c	GLCRAL
rxn01991_c	DAPMDH
rxn01995_c	MMCOAH
rxn01996_c	MME
rxn01997_c	TDPGDH
rxn01999_c	TDPAGTA
rxn02000_c	TDPDRE
rxn02003_c	TDPDRRr
rxn02004_c	TRE6PP
rxn02005_c	TREpts
rxn02007_c	2INSD
rxn02008_c	UAMAGS
rxn02011_c	UAAGDS
rxn02028_c	BHMT
rxn02029_c	5APTLPO
rxn02046_c	PSP_D
rxn02056_c	SHCHF
rxn02061_c	SPRMS
rxn02063_c	SQLE
rxn02071_c	D_PROHOX
rxn02085_c	URCN
rxn02102_c	URDGLYCD
rxn02103_c	URDGLYCR
rxn02104_c	OXAMTC
rxn02112_c	BTDD_RR
rxn02113_c	ACLDC
rxn02122_c	GLACO
rxn02128_c	r0578
rxn02130_c	PNTEH
rxn02144_c	OXOAEL
rxn02155_c	NNATr
rxn02159_c	HISTDOX
rxn02160_c	HISTP
rxn02161_c	RMK
rxn02166_c	4NTPPH2
rxn02167_c	ECOAH1
rxn02168_c	ECOAH1R
rxn02170_c	3ABUTCOAL
rxn02171_c	3BTCOAI
rxn02173_c	GALCTND
rxn02175_c	PTPAT
rxn02177_c	ICHORT
rxn02185_c	ACLS_b
rxn02186_c	KARA1
rxn02187_c	ALACI
rxn02190_c	DHPM2
rxn02200_c	DHPS
rxn02201_c	FOLD3
rxn02209_c	LCARR
rxn02212_c	DHQS
rxn02213_c	DHQTi
rxn02222_c	INHINDH
rxn02224_c	L2AADIPADOR2
rxn02226_c	r0594
rxn02227_c	L2AADIPADOR
rxn02228_c	MCLOR
rxn02230_c	MCPST
rxn02235_c	13PPDHr
rxn02250_c	13DAMPPOX
rxn02261_c	3HPCOAHYD
rxn02262_c	FK
rxn02263_c	FCI
rxn02264_c	UPP3S
rxn02267_c	2MB2COAR
rxn02268_c	ACOAD20
rxn02269_c	OIVD3
rxn02270_c	2MECOAOX
rxn02275_c	AMID
rxn02277_c	DBTS
rxn02279_c	GULLACOX
rxn02284_c	UAPGRx
rxn02285_c	UAPGR
rxn02286_c	UAMAS
rxn02287_c	UPP3MT
rxn02288_c	UPPDC1
rxn02290_c	SSQEPXS
rxn02296_c	CHCOAL
rxn02297_c	AOXSr
rxn02302_c	METB1
rxn02303_c	CPPPGO
rxn02304_c	PPPH
rxn02305_c	TMPPP
rxn02312_c	AMAOTr
rxn02313_c	SRBL1PR
rxn02314_c	PFK_2
rxn02318_c	GAL6PI
rxn02319_c	FCLK
rxn02320_c	HSTPTr
rxn02321_c	RB5PE
rxn02322_c	PMEVKc
rxn02331_c	KDOPSr
rxn02332_c	6PGALSZ2i
rxn02339_c	EHGLAT
rxn02341_c	PPCDC
rxn02342_c	LPAMS
rxn02344_c	36DAHXI
rxn02345_c	3HBCOAE
rxn02346_c	2DH3DGLCA
rxn02356_c	HPROxr
rxn02358_c	HPROyr
rxn02359_c	PROD3
rxn02360_c	4HPROI
rxn02363_c	3HPHACOX
rxn02366_c	DHPDO
rxn02369_c	PCAB
rxn02373_c	G5SDr
rxn02374_c	G5SADs
rxn02376_c	3CARLPDH
rxn02377_c	UACMAMO
rxn02380_c	G6PI3
rxn02385_c	HSD3B13
rxn02400_c	NT5C
rxn02401_c	NICRNS
rxn02402_c	NNDPR
rxn02404_c	KDOPP
rxn02405_c	KDOCT2
rxn02416_c	MELTOX
rxn02424_c	MMTSAD
rxn02429_c	DDGALK
rxn02431_c	5FMFURT
rxn02444_c	STS1
rxn02449_c	GTPDPDP
rxn02465_c	AGPR
rxn02466_c	MCITD2
rxn02473_c	IGPDH
rxn02474_c	APRAUR
rxn02475_c	DHPPDA
rxn02476_c	PSCVT
rxn02480_c	MTTH4MPTH
rxn02483_c	CMLDC
rxn02484_c	HMPK1
rxn02503_c	HPPK
rxn02504_c	DHNPA
rxn02507_c	IGPS
rxn02508_c	PRAI
rxn02518_c	NTPP10
rxn02521_c	23PDE7
rxn02522_c	23PDE2
rxn02527_c	ALCD4
rxn02569_c	SELNPS
rxn02596_c	STYSGH
rxn02610_c	DCT
rxn02632_c	SBTDOX
rxn02666_c	AOBUTDs
rxn02667_c	APPLOX
rxn02680_c	ACACT4r
rxn02716_c	CHLOROPHAOR1
rxn02733_c	MPML
rxn02760_c	FFSD
rxn02761_c	ALLTNR
rxn02762_c	23PDE4
rxn02768_c	2HYDOGCOAD
rxn02774_c	SHCHD2
rxn02775_c	PC20M
rxn02782_c	MUCCYCI
rxn02788_c	2HMCOXT
rxn02789_c	IPPMIa
rxn02791_c	5GLUP5T1
rxn02792_c	5GLUP5T2
rxn02798_c	STS2
rxn02804_c	ACACT7r
rxn02811_c	IPPMIb
rxn02828_c	NMPTRCOX
rxn02831_c	SUCBZL
rxn02832_c	SUCBZS
rxn02834_c	PRATPP
rxn02835_c	PRAMPC
rxn02853_c	IMACTD
rxn02866_c	ACOAD8
rxn02875_c	AMAA
rxn02883_c	OHEDH
rxn02885_c	HHDDI
rxn02889_c	MCCCr
rxn02894_c	MTRK
rxn02895_c	PRAGS
rxn02897_c	NNDMBRT
rxn02898_c	NPHS
rxn02900_c	AEPPT
rxn02911_c	ECOAH5
rxn02914_c	PSERT
rxn02916_c	AOXHEXCYCL
rxn02925_c	L_ALAOPAT
rxn02927_c	SADH
rxn02929_c	DHDPRy
rxn02933_c	HACD9
rxn02934_c	ECOAH9
rxn02937_c	PRAIS
rxn02938_c	5AIZCDC
rxn02939_c	PERD
rxn02944_c	SOTA
rxn02945_c	PPHTDT
rxn02946_c	4HPROOX
rxn02949_c	ECOAH12
rxn02959_c	MPPP9MT
rxn02962_c	ETHAP
rxn02971_c	25K5O2AI
rxn02986_c	PTHPS
rxn02988_c	QULNS
rxn02989_c	QUILSYN
rxn02993_c	42A12BOOX
rxn03004_c	GARFTi
rxn03012_c	L2A6ODs
rxn03020_c	MH4MPTMT
rxn03030_c	APAT
rxn03031_c	THDPS
rxn03034_c	HACNH
rxn03038_c	HPPPNDO
rxn03040_c	5CM2HMUDI
rxn03041_c	5C2O3EDDC
rxn03047_c	r0679
rxn03052_c	MTHPTGHM
rxn03055_c	4C2HM6SADH
rxn03057_c	MTRI
rxn03060_c	MCITD
rxn03061_c	MICITDr
rxn03062_c	IPMDr
rxn03068_c	KARA3
rxn03075_c	HETZK
rxn03079_c	MCOX
rxn03080_c	RBFSa
rxn03084_c	PRFGS
rxn03085_c	MCOX2
rxn03086_c	ACEDIPIT
rxn03087_c	SDPTA
rxn03108_c	PMPK
rxn03126_c	COBCOMOX
rxn03127_c	MCOMR
rxn03130_c	USHD
rxn03135_c	IG3PS
rxn03136_c	ADSL2r
rxn03137_c	AICART
rxn03146_c	UHGADA
rxn03147_c	PRASCSi
rxn03150_c	RZ5PP
rxn03159_c	LPADSS
rxn03164_c	UGMDDS
rxn03167_c	AKP1
rxn03168_c	DNMPPA
rxn03173_c	DNTPPA
rxn03174_c	r0708
rxn03175_c	PRMICI
rxn03181_c	TDSK
rxn03182_c	MOAT
rxn03188_c	BUP2
rxn03194_c	ACHBPL
rxn03236_c	THBPT4ACAMDASE
rxn03239_c	HACD7
rxn03240_c	ECOAH7
rxn03241_c	ECOAH6
rxn03242_c	HACD5
rxn03243_c	ACACT5r
rxn03244_c	HACD4
rxn03245_c	ECOAH4
rxn03246_c	HACD3
rxn03247_c	ECOAH3
rxn03248_c	ACACT3r
rxn03249_c	HACD2
rxn03250_c	ECOAH2
rxn03282_c	r0739
rxn03291_c	AKR1D
rxn03324_c	HICITD
rxn03333_c	34DHOXPEGOX
rxn03360_c	5HXKYNDCL
rxn03372_c	ADSELK
rxn03378_c	SEAHCYSHYD
rxn03380_c	SELCYSTS
rxn03384_c	UPPDC2b
rxn03393_c	OPHBDC
rxn03394_c	NOPHMO
rxn03395_c	OHPHM
rxn03397_c	URFGTT
rxn03406_c	GLNSP1
rxn03407_c	GLNSP2
rxn03408_c	UAGPT3
rxn03409_c	GLNSP3
rxn03419_c	r0775
rxn03421_c	r0777
rxn03422_c	SGSAD
rxn03433_c	3HBCOAHL
rxn03435_c	23DHMPO
rxn03436_c	2AHBUTI
rxn03437_c	DHAD2
rxn03439_c	CDOSKT
rxn03445_c	OHPBAT
rxn03446_c	4HTHRS
rxn03467_c	NEU23
rxn03481_c	AB6PGH2
rxn03482_c	6PHBG2
rxn03483_c	23PDE9
rxn03491_c	PC6YM
rxn03492_c	PC6AR
rxn03511_c	AGMHE
rxn03512_c	PC8XM
rxn03513_c	PC17M
rxn03514_c	PC11M
rxn03532_c	P3Bs
rxn03534_c	R05219
rxn03535_c	CYRDAAT
rxn03536_c	ADOCBIK
rxn03537_c	ACBIPGT
rxn03538_c	ADOCBLS
rxn03540_c	ADCYRS
rxn03541_c	ADCOBASr
rxn03628_c	FICYTCOX
rxn03630_c	TAUDO
rxn03638_c	G1PACT
rxn03641_c	ACCOAT
rxn03642_c	3HBCD
rxn03643_c	AB6P3HXLL
rxn03644_c	6P3HXI
rxn03838_c	MANA4
rxn03839_c	AMID5
rxn03841_c	ADCL
rxn03842_c	URDGLYAH
rxn03843_c	FT
rxn03852_c	UACMAMAT
rxn03856_c	GLTPD
rxn03869_c	BZAMAH
rxn03883_c	ABTDG
rxn03884_c	EDA_R
rxn03885_c	MNNH
rxn03886_c	SBTPD
rxn03887_c	GALCTD
rxn03891_c	HEXTT
rxn03892_c	PPTT
rxn03893_c	HBZOPT
rxn03897_c	BZ12DOX
rxn03898_c	BZ12DOXy
rxn03901_c	UDCPDP
rxn03903_c	PAPPT2
rxn03904_c	PAPPT3
rxn03906_c	1H2NPTH
rxn03907_c	MEPCT
rxn03908_c	CDPMEK
rxn03909_c	DXPS
rxn03910_c	MECDPS
rxn03916_c	GMHEPAT
rxn03917_c	S7PIr
rxn03918_c	GMHEPK
rxn03919_c	GMHEPPA
rxn03931_c	DKDID
rxn03932_c	D5KGK
rxn03933_c	UAGPT2
rxn03951_c	PHTHRDH
rxn03953_c	IDOND
rxn03954_c	IDOND2
rxn03958_c	DXPRIr
rxn03962_c	GFUCS
rxn03974_c	FMNRx
rxn03975_c	FMNRx2
rxn03978_c	NTRIR5
rxn03983_c	AMPSO3OX2
rxn03990_c	NODOx
rxn03991_c	NODOy
rxn04016_c	ACONMT
rxn04020_c	TRE6PPGT
rxn04045_c	SHCHCC2
rxn04046_c	CPC2MT
rxn04047_c	CPC3MT
rxn04048_c	CPC4MT
rxn04049_c	CPC5MT
rxn04050_c	CPC6R
rxn04051_c	PC6YM
rxn04052_c	CPC8MM
rxn04070_c	PDX5PSYN
rxn04082_c	RBP4E
rxn04113_c	IPDPS2
rxn04132_c	RE3351C
rxn04133_c	RE3352C
rxn04139_c	2OMMBOX
rxn04140_c	MAOX
rxn04143_c	TARTRDH
rxn04147_c	FRDPS
rxn04152_c	MPPP9MMEOR
rxn04153_c	MPPP9MMEOR2
rxn04154_c	MPPP9MMEOR3
rxn04159_c	CHLPHYLLIDEOR
rxn04160_c	PROTOCHLOROR
rxn04161_c	CHLOROPHCPT
rxn04308_c	IPDPUPT
rxn04384_c	ADCPS2
rxn04385_c	THRPD
rxn04386_c	LTHRK
rxn04413_c	ADOCBIK2
rxn04454_c	SALCS2
rxn04456_c	ALLTNS
rxn04457_c	ALLTNRS
rxn04464_c	TMDSf2
rxn04597_c	PPPNDO
rxn04598_c	CINNDO
rxn04599_c	DHPPD
rxn04600_c	DHCIND
rxn04601_c	3HPPPNH
rxn04602_c	3HCINNMH
rxn04603_c	DHCINDO
rxn04604_c	HKNTDH
rxn04656_c	L2AADPI
rxn04657_c	ACCOALYS1
rxn04658_c	ACCOALYS2
rxn04659_c	ACCOALYS3
rxn04660_c	ACLYSHYc
rxn04673_c	DHNAOPT
rxn04674_c	PHYQS
rxn04675_c	2S6HCC
rxn04704_c	CPPPGO2
rxn04705_c	CHLPHYLLIDEOR2
rxn04706_c	2HH24DDH1
rxn04712_c	NP2MSUCCS
rxn04713_c	SNCOAT
rxn04724_c	SNOOX
rxn04745_c	HSNOOX
rxn04748_c	MCREAOOX
rxn04750_c	HADPCOADH3
rxn04782_c	MSAS
rxn04783_c	GART
rxn04792_c	FALDH2
rxn04794_c	OBTFL
rxn04928_c	KG6PDC
rxn04930_c	3KGK
rxn04938_c	SHMGTyOX
rxn04954_c	r0792
rxn04957_c	NOX1
rxn04958_c	H2O2syn
rxn04989_c	PHETHPTOX2
rxn04996_c	DMPPS2r
rxn05005_c	UPP3MT3
rxn05006_c	P1CM
rxn05010_c	SARCSMT
rxn05011_c	DMGLYMT
rxn05012_c	ACOCT
rxn05024_c	NPTS
rxn05028_c	OCTT
rxn05029_c	CBIAT
rxn05030_c	UDPDPS
rxn05031_c	PPHTDK
rxn05039_c	PMDPHT
rxn05040_c	DB4PS
rxn05049_c	RE1834C
rxn05054_c	ADCPS1
rxn05059_c	DCTPAH
rxn05063_c	CBMTHL
rxn05064_c	CBMTHL2
rxn05092_c	DKMPPD2
rxn05104_c	MDRPD
rxn05105_c	HKMPPI
rxn05106_c	DKMPPD3
rxn05108_c	UNK3
rxn05116_c	AMOPBHL
rxn05117_c	L_ASPR
rxn05119_c	ASPO2
rxn05126_c	GGGABARr
rxn05127_c	GGGABADr
rxn05144_c	PLPS
rxn05145_c	PIabc
rxn05146_c	GLUabc
rxn05147_c	GLCabc
rxn05148_c	HEMEti
rxn05149_c	MNabc
rxn05150_c	ZNabc
rxn05151_c	LYSabc
rxn05152_c	ASPabc
rxn05153_c	SULabc
rxn05154_c	ARGabc
rxn05155_c	GLNabc
rxn05156_c	ORNabc
rxn05158_c	GLYC3Pabc
rxn05159_c	CHLabc
rxn05160_c	RIBabc
rxn05161_c	LEUabc
rxn05162_c	GALabc
rxn05163_c	PTRCabc
rxn05164_c	HISabc
rxn05165_c	PROabc
rxn05166_c	Coabc
rxn05167_c	XYLabc
rxn05168_c	VALabc
rxn05170_c	MALTabc
rxn05171_c	NO3abc
rxn05172_c	TAURabc
rxn05173_c	ARBabc
rxn05174_c	NIabc
rxn05175_c	SPMDabc
rxn05176_c	TSULabc
rxn05177_c	THMabc
